org_id	org_name
smitha-1	smith and nephew inc,
spl-9	saskatchewan provincial library
spmc-1	government of saskatchewan
ssrcsb	sudbury separate roman catholic school board
st-542	sergent telecom inc
starbe	starber international inc.
stnx	systronix
sunwi	sunwire inc.
swtc-1	winnipeg technical college
tatac-4	tata communications ltd
telca	telcan inc.
terid-2	teridion inc
thecit-7	the citadel assurance co.
theco-104	the corporation of the city of kawartha lakes
theide	the idea works
thetr-31	the travel corporation (canada) ltd.
tip-10	tetnet internet promotions inc.
trans-126	transvision reseau inc.
tru-6-z	thompson rivers university
tssl-19	total server solutions l.l.c.
tucow	tucows.com co.
ud	utherverse digital inc.
univer-165	university of winnipeg
univer-170-z	university of calgary
univer-33	university of saskatchewan
uos	uniquest on-line services
uwo-z	university of western ontario
vfa	victoria freenet association
viane-3	vianettv inc
videom	videoman systems
viglo-1	viglob informatique
virtua-3	virtual prototypes inc.
viste	vistek
vm-67	von maur inc.
vm6in	vm6 inc.
westbu-2	westburne electric
wight	wightman telecom
wis-123	work it solutions, inc.
wl-113	web2objects llc
zsb-1	zoic studios bc
scl-20	supercom of california limited
sdn7n	school district no. 7 (nelson)
sfxu	st. francis xavier university
sinl	services informatiques netadmin ltee
skyyt	skyytel inc.
slc-4	st. lawrence cement
smu	st mary's university
sns	superior network software
spdne	1651884 ontario inc.
ss-144	netflix streaming services inc.
st-157	stack8 technologies inc.
strate-21	strategy first inc.
stu	st. thomas university
summit-3	summit rehabilitaion inc.
suncor	suncor, inc.
superg	supergroup/maclaren lintas
swcg	sterling west credit group
switc-23	switch incorporated
swp-6	seatrout web publishing
tbwaw	tbwa chiat day
tci-2	trilan communication informatique inc.
tcl-3	texxen consulting limited
tel-1	tellier electronics ltd.
teleni	telenium
telepr-1	telepresence systems inc
telese	teleserve canada inc
tfi-12	tech futures interactive inc.
tmp-30	titan media partners
tsc-1	tsc shannock corp
tss-236	total server solutions
unislu	unis lumin inc.
uptonr	upton resources inc.
urcs	university of regina
utilis	utilisoft inc
vfsmd	vancouver film school - multimedia dept.
vgh	vancouver general hospital
voxte	voxter communications, inc.
wc-56	world-link communications inc
whistl-14	whistler.com systems, inc.
wrcfs	west region child & family services inc.
wtcc-4	welded tube of canada corp.
xsoli-2	xsoli inc.
zepfte	zepf technologies inc.
8rl	+8 records limited
915498	915498 ontario inc
aastra	aastra corporation
aat-1	arts alive tickets incorporated
abcomp	a & b computers
abu	atlantic baptist university
acl-99	allo communications llc
activ-19	activo inc
adena	adena springs north
ag-472	aldo group inc
ahfmr	the alberta heritage foundation for medical research
airvm	airvm inc.
aitc-4	ait
aliste-1	alis technologies inc.
amcnd	athol murray college of notre dame
anders-5	andersen consulting
andq-1	assemblee nationale du quebec
area13	area13
asc-32	array systems computing inc.
atb	atb financial
aztec	aztec
bc-1231	bai canada inc.
bdl-37	broadband dynamics llc
bella-23	bell aliant / customer assignments
beresk	bereskin & parr
bfs-6	briercrest family of schools
bmc-163	brimedia
braksy	brak systems inc.
builda-1	build-a-mold
bvpd	buena vista pictures distribution
cabano	transforce
canad-107	11877895 canada inc.
canad-34	images et technologie
canad-9	canada web hosting
casca-56	cascadeo corporation
cbs-3	challenge business systems
ccsbl-1	corporation centrale de securite b.p.g. ltee.
ccw-26	corporation of the city of windsor
cdisj	carrefour de island saint jean
centr-26	centre nad
cfer	c-fer
ch-1130	cartero holdings inc.
cis-332	cgi information systems
citade-1	citadel assurance
cl-2216	cerium llc
cmh-107	centerfield media
cnl-166	co-link networks ltd.
cnr-5	canadian national railway co.
colleg-11	college bois-de-boulogne
colleg-14	college heritage
comput-25	computan
cti-3	carriere technical industries
dac-4	datacor/ism atlantic corp.
danni	dannielle holt
digidy	digidyne inc.
dl-695	dot-tech llc
dotal	dotalliance
dsl-3	dcs systems ltd.
dtroni	dtronix
ebt-11	electro byte technologies inc.
ec-597	evolve communications inc
eil-77	everythink innovations limited
electr-60	electronic arts, inc.
en-128	eau noire inc.
epdm-1-z	ecole polytechnique de montreal
era-18	electronic recycling association
eskeri	esker inc.
etsb	eastern townships school board
fis-47	fastwebserver internet services inc
flemin-2	sir sandford fleming college of applied arts and technology
forti-26	fortisbc inc.
fusixc	fusix corporation
gc-346	groupe canam
gel-363	gene's telecom
genimo	genimos data inc.
ggl-89	gaire group llc
ggt	gt group telecom inc.
gkc	george kelk corporation
gmcr-5	green mountain coffee roasters, inc.
gmmhd	government of manitoba
gms-178	gary manuel salon
gpv	goodman phillips & vineberg
gqgq	gouvernement du quebec (government of quebec)
gtl-855	grand and toy
gts-2	g.t.s.
gvpl	greater victoria public library
hcd-13	hearthstone consulting & dvmt
hmsc-5	huntsman marine science centre
hosti-20	hosting services, inc.
ibmca-3	ibm canada
icao	international civil aviation organization
icg-2	international computer group
iec-2	ibm eduquest canada
igat	internet gateway corporation
igcash	ig-cash
iidt	institut international des telecoms
infoma-1	infomatch communications inc.
intel-81	intelletrace
ipwc-1	ip plus wireless corporation
is-883	iteraweb solutions inc.
isc-154	internet security - ca
ists-1	ists
itc-24	infomagnetics technologies corp.
jakeco	jakeco developmnets
jh-205	just hosting inc
kis-31	kootenay internet services
kls-1	kd lan solutions
lcicl	le centre informatique cisj ltee.
lecha	le chateau inc.
lgsgro	lgs group, inc.
lifst	l&t infotech financial services technologies inc.
lpl-5	london public library
lpl-6	lb products ltee.
martr	martron inc
mbg-3	milinx business group inc.
mcgill-z	mcgill university
mcl-139	mercer (canada) limited
mct-2	megasys computer technologies
mdl-70	mybc datacom ltd
mdlsedss	ministere de la sante et des services sociaux
media-151	media group
memote	memotec communications inc.
metco-2	metcom network services, inc.
metrow	metrowerks inc.
micel-1	midwest internet cooperative exchange llc
middl-54	petiak
minned	minnedosa collegiate
monenc	monenco agra
moneyl-5	moneyline
mosaid	mosaid technologies incorporated
msc-11	ms society of canada
msc-30	myra systems corp.
multim-1	multimedia house
mwl	music world ltd.
ncf-18	national capital freenet inc
necn-1	nb-pei educational computer network
nestll	nest, llc
netcit	netcity inc.
netrou	netroute communications
networ-26	network studios
nexus-1	nexusds.com
ngl-1	neill & gunter limited
novus-3	novus entertainment inc.
ntl-14	ndc technologies, llc
nygh	north york general hospital
ocd-1	online computer distribution
oh-110	orthotic holdings
oh-112	orthotic holdings
oh-115	orthotic holdings
onden	ondenet inc
ontar-40	velcom
org-91587	9158-7147 quebec inc.
pacifi-16	pacific interconnect inc.
pdcs	pulse & digital computer services inc.
pdsl-2	prior data sciences limited
planet-2	planete quebec, inc.
pm-32	plentyoffish media inc
pms-3	park medical systems inc.
portag	portage group
prl-10	palliser regional library
prl-9	parkland regional library
proeng	pro engineering inc.
pronex	pronexus inc.
psi-2	psinet, inc.
psti	parasun technologies inc.
qoc	quaker oats of canada
quadr-43	quadranet, inc
quebe-74	alliance telecom
rca-9	r. caswell & associates inc.
rdc-5-z	red deer college
rel-41	rhoann enterprises ltd.
reseau-5	reseau admission
ris-7	rezonet internet services
royal-61	royal bank of canada trust corporation limited
rtcc-1	radium technology centre (canada)
rtt	rand technologies (toronto)
ru-2	unilink networks inc.
sc-3418	springtel
scc-31	sea change corporation
sdrdq	societe de radio-television du quebec inc.
shb-17	surfboard holding b.v.
shcl	simard hamel communications ltee
sjhho	st. joseph's healthcare hamilton
softt-2	softtel
softwa-23	software 2000 inc.
soge	sogetel inc
soren-7	sorenson communications, inc
ssl-6	strata software ltd.
sswc	sandelman software works corporation
strath	strathcona county
summit-2	summit rehabilitation inc.
swanec	sasktel wide area network engineering center
tcb-18	town & country bank
tcl-7	touch communications ltd.
tcp-2	texaco canada petroleum inc.
tdc-12	tawich development corporation inc.
teckco	teck corporation
thecan-1	the canadian institute
theobj	the object people
thepin-1	the pinetree domain
thind	thindata inc.
thomas-78	thomas & perkins
tic-4	toronto internet cooperative
to-60	town of orangeville
totali	total internet inc.
tpn-4	terago ptp networks inc.
tssl-2	performive llc
ttc-106	ttc
tuc-3	transalta utilities corporation
tugnet	tugnet enr
tvdsb	thames valley district school board
tzulo	tzulo, inc.
ugc-1	universal gateway corporation
video-39	videotron ltee
vins	flexential colorado corp.
virtua-39	virtual servers
vis	vianet
vse-1	vancouver stock exchange
vsl-7	virtual servers llc
vsl-8	vercom systems ltd.
vuc	virtual universe corporation
wbl-30	weston bakeries limited
wcba-1	worker's compensation board alberta
wcss-1	westview centennial secondary school
webhe	webhelp.com inc
webse-3	webserve canada
wfwl	william f. white limited
wie-5	winnipeg internet exchange
wifib-1	wi-fibre inc.
wig-9	western i.t. group inc.
wiml	w3 international media ltd.
wisl-1	wk information systems ltd.
ws	weathercity services
ww-184	web wizards
xnsl	xana network systems ltd.
xscar	xscargo
2ics	2ic systems inc.
aac-3	agt advanced communications
abut3	armature business unit, take 3
acca-2	allstream corp.
accc-1	colleges and institutes canada
accent-10-z	accenture llp
alpha-13	alphaomegahosting.com
ama-2	alberta medical association
andq	assemblee nationale du quebec
aniqlt	aniq ltd.
apfc	asia pacific foundation of canada
asds	automated software design systems
at-357	acrobat telecom inc.
athaba-z	athabasca university
b13	beanfield 1ip /30nets
bcqwis	bell canada quebec wireless internet service
bic-2	brother international corporation
big-2	bombardier inc.
bn-269	taridium canada
bombar-2	bombardier, inc.
brock-3	brock solutions
canad-54	4544188 canada inc
canad-79	netxpoint
caner	caneris inc.
cani	consolidated access & networks, inc.
ccc-28	canadian cardiovascular collaboration
cccl	conner clark and company, ltd.
ccinet	cci networks inc.
cda-3	com dev atlantic
cdj-2	cegep de jonquiere
cds-8	cegep de saint-hyacinthe
cdtcl	carswell, a division of thomson canada ltd
cdv-2	cegep du vieux-montreal
cehi-1	clearstream energy holdings in
cfpl	canadian forest products ltd.
chan	chancery software ltd.
chatsu-1	chatsubo design
citc	citizens telephone cooperative
cityof-53	city of saskatoon
cmhc-1	canada mortgage and housing corporation
cml-1	com-cept microsystems ltd.
cml-34	cgl manufacturing ltd
cncpte	cncp telecommunications
codm	college o'sullivan de montreal
colleg-36	college boreal
combyn	combyne data inc.
corede	coredev enr.
crcn-1	campbell river community network
create-11	m & r
crfs	corefusion
csa-14	city of st. albert
csdd-1	commission scolaire des d=e9couvreurs
cstail	c.s. taillon
dataco-1	datacor atlantic
didoi	dido internet inc
diggat	digga tech
dncl	dramis network cabling ltd
dsg-22	the descartes systems group inc.
dslo	dslonramp
dsn-15	data security node inc.
dteh	delta toronto east hotel
dtx	distribution trans x
dva-4	department of veterans affairs
ebaeng	eba engineering
echoon	echo online
ecicon	eci consulting
edap	edaptivity.com inc
eekage	eek.a.geek
eesl	e & e seegmiller ltd.
elect-42	electro-informatique michaud
empres	empress software inc.
entrep	entreprise twinmind
epl-11	edmonton public library
escher-1	escher grad
esna-1	esna
essen-24	essensys inc.
fastla	fastlane technologies inc.
fcf-22	first calgary financial
fcl-4	ferst consultants ltd.
fd-128	first databank, inc.
fse	footprints software and electronics
fsl	future shop ltd.
gcg	gwe consulting group
geosi-2	geosign corporation
gfs-2	gateway file systems
grh-1	glenrose rehabilitation hospital
gsal-27	prairie-sky wireless
gsg-22-z	acceo holding inc.
gtgc	gt group telecom inc.
gx	xcd telecom
gyra	gyra
hi-117	hub international
hm-40	hootsuite media inc.
hmplo	hub meat packers ltd. ( o/a
hs-291	hextet systems
hsc-9	the hospital for sick children
hsst	hard soft systems ltd.
ics-22	imt communications systems inc
il-131	iwantwireless.ca ltd.
imed	intermedia.net, inc.
induss	indus systems
infoin	infointeractive, inc.
instit-23	institut maritime
inter-1440	internetbusinesscorp.com
intert-3	inter.tain.net
irml	intech risk management ltd.
ismg-1	ismg
isyst	i-syst
it-510	imad telecommunication inc.
jac-14	john abbott college
jil	jd irving limited
jucht	juch-tech inc
kdda	kddi america inc.
kis-13	kneehill internet services
konl	kingston online services
labor-3	laboratoire dermo-cosmetik
laidla-1	laidlaw
lambto	lambton college of applied arts and technology
lanark	lanark technologies inc.
larain	lara investments
lc-1186-z	lactalis canada inc.
lccdg	la capitale, cie d'assurance generale
lcl-43	loblaw companies limited
ldr	legal data resources
lgd	le groupe dmv
linod	linode
lkdsb	lambton kent district school board
lpcl-2	lions park computers ltd.
madge	madgenius.com
mag-50	mark anthony group inc.
malofi	malofilm distribution inc.
mcc-55	mcc
mcecdq	ministere culture et communications du quebec
mchc	marine corp historical center
mda-1	macdonald dettwiler and associates
mediah-1	mediahost inc.
mediao	media online
mediso-1	medisolution inc.
mesl	matrox electronic systems ltd
micha-54	michaud technologies inc
mlbl	maritime law book ltd
mlls	ministere de l'education, du loisir et du sport
mmc-324	mohawk medbuy corporation
moder-60	modernworks inc.
moxie-3	moxie communications, inc.
msi-3	the iteam ltd.
msl-8	mcdougall scientific ltd
nbpcl	new brunswick publishing company ltd.
ndl-1	northwest digital ltd.
nesbit-1	bmo nesbitt burns inc.
networ-21	networx
nfbc-2	national film board of canada
nfm-19	nebraska furniture mart, inc.
nha-14	northern health authority
nnc	netnation communications inc
noi	national optics institute
noi-1	national optics institute
np-41	newfoundland power inc.
nrcml	newcrest red chris mining limited
oesul	onx enterprise solutions (us) ltd.
omcu	ontario ministry of colleges and universities
omnive	omni ventures inc.
oo-6	orcas online, inc
orgin	orgin data inc
pallis	palliser furniture
pbsl-20	polarcom
pctc-7	pbsc computer training centres
pfg-12	ppi financial group
